"","analysis_type","analysis_var","analysis_var_value","group_var","group_var_value","stat","stat_low","stat_upp","n","n_total","n_w","n_w_total","analysis_key"
"374.53","prop_select_one","edu_barrier_d","There_is_a_lack_of_interest_Education_is_not_a_priority_either_for_the_child_or_the_household","wgq_dis_2 %/% child_gender_d","1 %/% Boys",0.079154819839177,0.0196161594371638,0.13869348024119,14,151,9.78351831779276,123.5997799966,"prop_select_one @/@ edu_barrier_d %/% There_is_a_lack_of_interest_Education_is_not_a_priority_either_for_the_child_or_the_household @/@ wgq_dis_2 %/% 1 -/- child_gender_d %/% Boys"
"374.54","prop_select_one","edu_barrier_d","Unable_to_enroll_in_school_due_to_lack_of_documentation","wgq_dis_2 %/% child_gender_d","1 %/% Boys",0.00469760563142913,-0.00452881774460918,0.0139240290074674,1,151,0.580623022555428,123.5997799966,"prop_select_one @/@ edu_barrier_d %/% Unable_to_enroll_in_school_due_to_lack_of_documentation @/@ wgq_dis_2 %/% 1 -/- child_gender_d %/% Boys"
"374.55","prop_select_one","edu_barrier_d","Unable_to_enroll_in_school_due_to_recent_displacement_return_displacement_since_after_the_start_of_the_school_year","wgq_dis_2 %/% child_gender_d","1 %/% Boys",0.0265424624348656,0.000116296974446043,0.0529686278952851,4,151,3.28064251751739,123.5997799966,"prop_select_one @/@ edu_barrier_d %/% Unable_to_enroll_in_school_due_to_recent_displacement_return_displacement_since_after_the_start_of_the_school_year @/@ wgq_dis_2 %/% 1 -/- child_gender_d %/% Boys"
"374.56","prop_select_one","edu_barrier_d",NA,"wgq_dis_2 %/% child_gender_d","1 %/% Boys",NA,NA,NA,128,NA,NA,NA,"prop_select_one @/@ edu_barrier_d %/% NA @/@ wgq_dis_2 %/% 1 -/- child_gender_d %/% Boys"
"374.57","prop_select_one","edu_barrier_d","Cannot_afford_the_direct_costs_of_education_e_g_tuition_supplies_transportation","wgq_dis_2 %/% child_gender_d","1 %/% Girls",0.120459362897522,0.0365519732012926,0.204366752593751,16,103,13.6216364319548,113.08076104921,"prop_select_one @/@ edu_barrier_d %/% Cannot_afford_the_direct_costs_of_education_e_g_tuition_supplies_transportation @/@ wgq_dis_2 %/% 1 -/- child_gender_d %/% Girls"
"374.58","prop_select_one","edu_barrier_d","Child_needs_to_work_at_home_or_on_the_households_own_farm_I_e_is_not_earning_an_income_for_these_activities_but_may_allow_other_family_members_to_earn_an_income","wgq_dis_2 %/% child_gender_d","1 %/% Girls",0.0159086658342838,-0.0152548423415819,0.0470721740101494,1,103,1.79896403981838,113.08076104921,"prop_select_one @/@ edu_barrier_d %/% Child_needs_to_work_at_home_or_on_the_households_own_farm_I_e_is_not_earning_an_income_for_these_activities_but_may_allow_other_family_members_to_earn_an_income @/@ wgq_dis_2 %/% 1 -/- child_gender_d %/% Girls"
"374.59","prop_select_one","edu_barrier_d","Lack_of_appropriate_and_accessible_school","wgq_dis_2 %/% child_gender_d","1 %/% Girls",0.142750726073305,0.0578075359981274,0.227693916148483,23,103,16.1423607446967,113.08076104921,"prop_select_one @/@ edu_barrier_d %/% Lack_of_appropriate_and_accessible_school @/@ wgq_dis_2 %/% 1 -/- child_gender_d %/% Girls"
"374.60","prop_select_one","edu_barrier_d","Lack_of_or_poor_quality_of_teachers","wgq_dis_2 %/% child_gender_d","1 %/% Girls",0.00370375037223175,-0.00363969579720503,0.0110471965416685,1,103,0.418822910828262,113.08076104921,"prop_select_one @/@ edu_barrier_d %/% Lack_of_or_poor_quality_of_teachers @/@ wgq_dis_2 %/% 1 -/- child_gender_d %/% Girls"
"374.61","prop_select_one","edu_barrier_d","Language_issues","wgq_dis_2 %/% child_gender_d","1 %/% Girls",0.0146215979178674,-0.00608397787412966,0.0353271737098645,2,103,1.653421420308,113.08076104921,"prop_select_one @/@ edu_barrier_d %/% Language_issues @/@ wgq_dis_2 %/% 1 -/- child_gender_d %/% Girls"
"374.62","prop_select_one","edu_barrier_d","Marriage_engagement_and_or_pregnancy","wgq_dis_2 %/% child_gender_d","1 %/% Girls",0.0358872120176751,-0.028786840432161,0.100561264467511,2,103,4.05815324689307,113.08076104921,"prop_select_one @/@ edu_barrier_d %/% Marriage_engagement_and_or_pregnancy @/@ wgq_dis_2 %/% 1 -/- child_gender_d %/% Girls"
"374.63","prop_select_one","edu_barrier_d","Protection_risks_whilst_travelling_to_the_school","wgq_dis_2 %/% child_gender_d","1 %/% Girls",0.0174976282219154,-0.00421789187641281,0.0392131483202437,3,103,1.97864511589034,113.08076104921,"prop_select_one @/@ edu_barrier_d %/% Protection_risks_whilst_travelling_to_the_school @/@ wgq_dis_2 %/% 1 -/- child_gender_d %/% Girls"
"374.64","prop_select_one","edu_barrier_d","The_childs_disability_or_health_issues_prevents_them_from_accessing_school","wgq_dis_2 %/% child_gender_d","1 %/% Girls",0.570701002540796,0.412868379572465,0.728533625509126,46,103,64.5353036988605,113.08076104921,"prop_select_one @/@ edu_barrier_d %/% The_childs_disability_or_health_issues_prevents_them_from_accessing_school @/@ wgq_dis_2 %/% 1 -/- child_gender_d %/% Girls"
"374.65","prop_select_one","edu_barrier_d","There_is_a_lack_of_interest_Education_is_not_a_priority_either_for_the_child_or_the_household","wgq_dis_2 %/% child_gender_d","1 %/% Girls",0.0488080377479297,0.00564344191971853,0.0919726335761409,8,103,5.51925005385447,113.08076104921,"prop_select_one @/@ edu_barrier_d %/% There_is_a_lack_of_interest_Education_is_not_a_priority_either_for_the_child_or_the_household @/@ wgq_dis_2 %/% 1 -/- child_gender_d %/% Girls"
"374.66","prop_select_one","edu_barrier_d","Unable_to_enroll_in_school_due_to_recent_displacement_return_displacement_since_after_the_start_of_the_school_year","wgq_dis_2 %/% child_gender_d","1 %/% Girls",0.0296620163764738,-0.0276368680477634,0.0869609008007109,1,103,3.35420338610579,113.08076104921,"prop_select_one @/@ edu_barrier_d %/% Unable_to_enroll_in_school_due_to_recent_displacement_return_displacement_since_after_the_start_of_the_school_year @/@ wgq_dis_2 %/% 1 -/- child_gender_d %/% Girls"
"374.67","prop_select_one","edu_barrier_d",NA,"wgq_dis_2 %/% child_gender_d","1 %/% Girls",NA,NA,NA,116,NA,NA,NA,"prop_select_one @/@ edu_barrier_d %/% NA @/@ wgq_dis_2 %/% 1 -/- child_gender_d %/% Girls"
"375.1","prop_select_one","edu_level1_overage_learners_d","0","wgq_dis_2","0",0.978083774574378,0.973326382263084,0.982841166885672,7471,7685,7904.49040779924,8081.60876734608,"prop_select_one @/@ edu_level1_overage_learners_d %/% 0 @/@ wgq_dis_2 %/% 0"
"375.2","prop_select_one","edu_level1_overage_learners_d","1","wgq_dis_2","0",0.0219162254256221,0.0171588331143282,0.0266736177369159,214,7685,177.11835954684,8081.60876734608,"prop_select_one @/@ edu_level1_overage_learners_d %/% 1 @/@ wgq_dis_2 %/% 0"
"375.3","prop_select_one","edu_level1_overage_learners_d",NA,"wgq_dis_2","0",NA,NA,NA,4379,NA,NA,NA,"prop_select_one @/@ edu_level1_overage_learners_d %/% NA @/@ wgq_dis_2 %/% 0"
"375.4","prop_select_one","edu_level1_overage_learners_d","0","wgq_dis_2","1",0.917032072954412,0.831144974248113,1.00291917166071,228,242,245.565555470509,267.782951886696,"prop_select_one @/@ edu_level1_overage_learners_d %/% 0 @/@ wgq_dis_2 %/% 1"
"375.5","prop_select_one","edu_level1_overage_learners_d","1","wgq_dis_2","1",0.0829679270455879,-0.00291917166071154,0.168855025751887,14,242,22.2173964161876,267.782951886696,"prop_select_one @/@ edu_level1_overage_learners_d %/% 1 @/@ wgq_dis_2 %/% 1"
"375.6","prop_select_one","edu_level1_overage_learners_d",NA,"wgq_dis_2","1",NA,NA,NA,256,NA,NA,NA,"prop_select_one @/@ edu_level1_overage_learners_d %/% NA @/@ wgq_dis_2 %/% 1"
"376.1","prop_select_one","edu_level1_overage_learners_d","0","wgq_dis_2 %/% child_gender_d","0 %/% Boys",0.979514601969924,0.974343797518827,0.98468540642102,3832,3945,4132.04801181688,4218.46494529722,"prop_select_one @/@ edu_level1_overage_learners_d %/% 0 @/@ wgq_dis_2 %/% 0 -/- child_gender_d %/% Boys"
"376.2","prop_select_one","edu_level1_overage_learners_d","1","wgq_dis_2 %/% child_gender_d","0 %/% Boys",0.0204853980300764,0.0153145935789798,0.0256562024811731,113,3945,86.4169334803381,4218.46494529722,"prop_select_one @/@ edu_level1_overage_learners_d %/% 1 @/@ wgq_dis_2 %/% 0 -/- child_gender_d %/% Boys"
"376.3","prop_select_one","edu_level1_overage_learners_d",NA,"wgq_dis_2 %/% child_gender_d","0 %/% Boys",NA,NA,NA,2202,NA,NA,NA,"prop_select_one @/@ edu_level1_overage_learners_d %/% NA @/@ wgq_dis_2 %/% 0 -/- child_gender_d %/% Boys"
"376.4","prop_select_one","edu_level1_overage_learners_d","0","wgq_dis_2 %/% child_gender_d","0 %/% Girls",0.976521343691937,0.968332695272496,0.984709992111378,3639,3740,3772.44239598237,3863.14382204887,"prop_select_one @/@ edu_level1_overage_learners_d %/% 0 @/@ wgq_dis_2 %/% 0 -/- child_gender_d %/% Girls"
"376.5","prop_select_one","edu_level1_overage_learners_d","1","wgq_dis_2 %/% child_gender_d","0 %/% Girls",0.023478656308063,0.015290007888622,0.031667304727504,101,3740,90.7014260665023,3863.14382204887,"prop_select_one @/@ edu_level1_overage_learners_d %/% 1 @/@ wgq_dis_2 %/% 0 -/- child_gender_d %/% Girls"
"376.6","prop_select_one","edu_level1_overage_learners_d",NA,"wgq_dis_2 %/% child_gender_d","0 %/% Girls",NA,NA,NA,2177,NA,NA,NA,"prop_select_one @/@ edu_level1_overage_learners_d %/% NA @/@ wgq_dis_2 %/% 0 -/- child_gender_d %/% Girls"
"376.7","prop_select_one","edu_level1_overage_learners_d","0","wgq_dis_2 %/% child_gender_d","1 %/% Boys",0.947723531332216,0.898131189818335,0.997315872846097,121,128,131.363896060249,138.609933928295,"prop_select_one @/@ edu_level1_overage_learners_d %/% 0 @/@ wgq_dis_2 %/% 1 -/- child_gender_d %/% Boys"
"376.8","prop_select_one","edu_level1_overage_learners_d","1","wgq_dis_2 %/% child_gender_d","1 %/% Boys",0.0522764686677844,0.00268412715390321,0.101868810181666,7,128,7.24603786804619,138.609933928295,"prop_select_one @/@ edu_level1_overage_learners_d %/% 1 @/@ wgq_dis_2 %/% 1 -/- child_gender_d %/% Boys"
"376.9","prop_select_one","edu_level1_overage_learners_d",NA,"wgq_dis_2 %/% child_gender_d","1 %/% Boys",NA,NA,NA,151,NA,NA,NA,"prop_select_one @/@ edu_level1_overage_learners_d %/% NA @/@ wgq_dis_2 %/% 1 -/- child_gender_d %/% Boys"
"376.10","prop_select_one","edu_level1_overage_learners_d","0","wgq_dis_2 %/% child_gender_d","1 %/% Girls",0.884098407045326,0.719460798469187,1.04873601562147,107,114,114.20165941026,129.173017958401,"prop_select_one @/@ edu_level1_overage_learners_d %/% 0 @/@ wgq_dis_2 %/% 1 -/- child_gender_d %/% Girls"
"376.11","prop_select_one","edu_level1_overage_learners_d","1","wgq_dis_2 %/% child_gender_d","1 %/% Girls",0.115901592954674,-0.048736015621465,0.280539201530813,7,114,14.9713585481414,129.173017958401,"prop_select_one @/@ edu_level1_overage_learners_d %/% 1 @/@ wgq_dis_2 %/% 1 -/- child_gender_d %/% Girls"
"376.12","prop_select_one","edu_level1_overage_learners_d",NA,"wgq_dis_2 %/% child_gender_d","1 %/% Girls",NA,NA,NA,105,NA,NA,NA,"prop_select_one @/@ edu_level1_overage_learners_d %/% NA @/@ wgq_dis_2 %/% 1 -/- child_gender_d %/% Girls"
"377.1","prop_select_one","edu_level2_overage_learners_d","0","wgq_dis_2","0",0.993402182506428,0.990768768387322,0.996035596625535,7629,7685,8028.28778764469,8081.60876734608,"prop_select_one @/@ edu_level2_overage_learners_d %/% 0 @/@ wgq_dis_2 %/% 0"
"377.2","prop_select_one","edu_level2_overage_learners_d","1","wgq_dis_2","0",0.00659781749357168,0.00396440337446548,0.00923123161267788,56,7685,53.3209797013983,8081.60876734608,"prop_select_one @/@ edu_level2_overage_learners_d %/% 1 @/@ wgq_dis_2 %/% 0"
"377.3","prop_select_one","edu_level2_overage_learners_d",NA,"wgq_dis_2","0",NA,NA,NA,4379,NA,NA,NA,"prop_select_one @/@ edu_level2_overage_learners_d %/% NA @/@ wgq_dis_2 %/% 0"
"377.4","prop_select_one","edu_level2_overage_learners_d","0","wgq_dis_2","1",0.996698214294305,0.992062166888359,1.00133426170025,240,242,266.898789963928,267.782951886696,"prop_select_one @/@ edu_level2_overage_learners_d %/% 0 @/@ wgq_dis_2 %/% 1"
"377.5","prop_select_one","edu_level2_overage_learners_d","1","wgq_dis_2","1",0.0033017857056949,-0.0013342617002514,0.00793783311164121,2,242,0.88416192276828,267.782951886696,"prop_select_one @/@ edu_level2_overage_learners_d %/% 1 @/@ wgq_dis_2 %/% 1"
"377.6","prop_select_one","edu_level2_overage_learners_d",NA,"wgq_dis_2","1",NA,NA,NA,256,NA,NA,NA,"prop_select_one @/@ edu_level2_overage_learners_d %/% NA @/@ wgq_dis_2 %/% 1"
"378.1","prop_select_one","edu_level2_overage_learners_d","0","wgq_dis_2 %/% child_gender_d","0 %/% Boys",0.992814498511142,0.988538102031514,0.997090894990769,3919,3945,4188.15315915209,4218.46494529722,"prop_select_one @/@ edu_level2_overage_learners_d %/% 0 @/@ wgq_dis_2 %/% 0 -/- child_gender_d %/% Boys"
"378.2","prop_select_one","edu_level2_overage_learners_d","1","wgq_dis_2 %/% child_gender_d","0 %/% Boys",0.00718550148885818,0.00290910500923079,0.0114618979684856,26,3945,30.3117861451292,4218.46494529722,"prop_select_one @/@ edu_level2_overage_learners_d %/% 1 @/@ wgq_dis_2 %/% 0 -/- child_gender_d %/% Boys"
"378.3","prop_select_one","edu_level2_overage_learners_d",NA,"wgq_dis_2 %/% child_gender_d","0 %/% Boys",NA,NA,NA,2202,NA,NA,NA,"prop_select_one @/@ edu_level2_overage_learners_d %/% NA @/@ wgq_dis_2 %/% 0 -/- child_gender_d %/% Boys"
"378.4","prop_select_one","edu_level2_overage_learners_d","0","wgq_dis_2 %/% child_gender_d","0 %/% Girls",0.99404392002572,0.991122974295237,0.996964865756203,3710,3740,3840.1346284926,3863.14382204887,"prop_select_one @/@ edu_level2_overage_learners_d %/% 0 @/@ wgq_dis_2 %/% 0 -/- child_gender_d %/% Girls"
"378.5","prop_select_one","edu_level2_overage_learners_d","1","wgq_dis_2 %/% child_gender_d","0 %/% Girls",0.00595607997428008,0.00303513424379676,0.00887702570476341,30,3740,23.0091935562691,3863.14382204887,"prop_select_one @/@ edu_level2_overage_learners_d %/% 1 @/@ wgq_dis_2 %/% 0 -/- child_gender_d %/% Girls"
"378.6","prop_select_one","edu_level2_overage_learners_d",NA,"wgq_dis_2 %/% child_gender_d","0 %/% Girls",NA,NA,NA,2177,NA,NA,NA,"prop_select_one @/@ edu_level2_overage_learners_d %/% NA @/@ wgq_dis_2 %/% 0 -/- child_gender_d %/% Girls"
"378.7","prop_select_one","edu_level2_overage_learners_d","0","wgq_dis_2 %/% child_gender_d","1 %/% Boys",0.997051273685469,0.99121482399242,1.00288772337852,127,128,138.201211168665,138.609933928295,"prop_select_one @/@ edu_level2_overage_learners_d %/% 0 @/@ wgq_dis_2 %/% 1 -/- child_gender_d %/% Boys"
"378.8","prop_select_one","edu_level2_overage_learners_d","1","wgq_dis_2 %/% child_gender_d","1 %/% Boys",0.00294872631453093,-0.00288772337851793,0.00878517600757979,1,128,0.408722759629758,138.609933928295,"prop_select_one @/@ edu_level2_overage_learners_d %/% 1 @/@ wgq_dis_2 %/% 1 -/- child_gender_d %/% Boys"
"378.9","prop_select_one","edu_level2_overage_learners_d",NA,"wgq_dis_2 %/% child_gender_d","1 %/% Boys",NA,NA,NA,151,NA,NA,NA,"prop_select_one @/@ edu_level2_overage_learners_d %/% NA @/@ wgq_dis_2 %/% 1 -/- child_gender_d %/% Boys"
"378.10","prop_select_one","edu_level2_overage_learners_d","0","wgq_dis_2 %/% child_gender_d","1 %/% Girls",0.996319361654215,0.989027095371977,1.00361162793645,113,114,128.697578795263,129.173017958401,"prop_select_one @/@ edu_level2_overage_learners_d %/% 0 @/@ wgq_dis_2 %/% 1 -/- child_gender_d %/% Girls"
"378.11","prop_select_one","edu_level2_overage_learners_d","1","wgq_dis_2 %/% child_gender_d","1 %/% Girls",0.00368063834578543,-0.003611627936452,0.0109729046280229,1,114,0.475439163138522,129.173017958401,"prop_select_one @/@ edu_level2_overage_learners_d %/% 1 @/@ wgq_dis_2 %/% 1 -/- child_gender_d %/% Girls"
"378.12","prop_select_one","edu_level2_overage_learners_d",NA,"wgq_dis_2 %/% child_gender_d","1 %/% Girls",NA,NA,NA,105,NA,NA,NA,"prop_select_one @/@ edu_level2_overage_learners_d %/% NA @/@ wgq_dis_2 %/% 1 -/- child_gender_d %/% Girls"
"379.1","prop_select_one","edu_ind_access_d","0","edu_school_cycle_d %/% wgq_dis_2","ECE – 5 years old %/% 0",0.512403007317349,0.458064515881522,0.566741498753176,497,1026,480.647438796201,938.026186287621,"prop_select_one @/@ edu_ind_access_d %/% 0 @/@ edu_school_cycle_d %/% ECE – 5 years old -/- wgq_dis_2 %/% 0"
"379.2","prop_select_one","edu_ind_access_d","1","edu_school_cycle_d %/% wgq_dis_2","ECE – 5 years old %/% 0",0.487596992682651,0.433258501246824,0.541935484118478,529,1026,457.37874749142,938.026186287621,"prop_select_one @/@ edu_ind_access_d %/% 1 @/@ edu_school_cycle_d %/% ECE – 5 years old -/- wgq_dis_2 %/% 0"
"379.3","prop_select_one","edu_ind_access_d","0","edu_school_cycle_d %/% wgq_dis_2","ECE – 5 years old %/% 1",0.683770019602814,0.427089718720826,0.940450320484801,23,39,25.5078089741095,37.3046612791335,"prop_select_one @/@ edu_ind_access_d %/% 0 @/@ edu_school_cycle_d %/% ECE – 5 years old -/- wgq_dis_2 %/% 1"
"379.4","prop_select_one","edu_ind_access_d","1","edu_school_cycle_d %/% wgq_dis_2","ECE – 5 years old %/% 1",0.316229980397186,0.0595496795151989,0.572910281279174,16,39,11.7968523050241,37.3046612791335,"prop_select_one @/@ edu_ind_access_d %/% 1 @/@ edu_school_cycle_d %/% ECE – 5 years old -/- wgq_dis_2 %/% 1"
"379.5","prop_select_one","edu_ind_access_d","0","edu_school_cycle_d %/% wgq_dis_2","lower secondary – 12 to 14 years old %/% 0",0.397333955651524,0.365620175252592,0.429047736050456,1211,2745,1111.57806150802,2797.59141069462,"prop_select_one @/@ edu_ind_access_d %/% 0 @/@ edu_school_cycle_d %/% lower secondary – 12 to 14 years old -/- wgq_dis_2 %/% 0"
"379.6","prop_select_one","edu_ind_access_d","1","edu_school_cycle_d %/% wgq_dis_2","lower secondary – 12 to 14 years old %/% 0",0.602666044348476,0.570952263949544,0.634379824747408,1534,2745,1686.0133491866,2797.59141069462,"prop_select_one @/@ edu_ind_access_d %/% 1 @/@ edu_school_cycle_d %/% lower secondary – 12 to 14 years old -/- wgq_dis_2 %/% 0"
"379.7","prop_select_one","edu_ind_access_d","0","edu_school_cycle_d %/% wgq_dis_2","lower secondary – 12 to 14 years old %/% 1",0.545743442316735,0.369389329050367,0.722097555583103,72,120,69.1310342024909,126.673137672571,"prop_select_one @/@ edu_ind_access_d %/% 0 @/@ edu_school_cycle_d %/% lower secondary – 12 to 14 years old -/- wgq_dis_2 %/% 1"
"379.8","prop_select_one","edu_ind_access_d","1","edu_school_cycle_d %/% wgq_dis_2","lower secondary – 12 to 14 years old %/% 1",0.454256557683265,0.277902444416897,0.630610670949633,48,120,57.5421034700806,126.673137672571,"prop_select_one @/@ edu_ind_access_d %/% 1 @/@ edu_school_cycle_d %/% lower secondary – 12 to 14 years old -/- wgq_dis_2 %/% 1"
"379.9","prop_select_one","edu_ind_access_d","0","edu_school_cycle_d %/% wgq_dis_2","primary – 6 to 11 years old %/% 0",0.1626484946719,0.147586788020603,0.177710201323198,1213,6160,1015.67496765578,6244.60109332481,"prop_select_one @/@ edu_ind_access_d %/% 0 @/@ edu_school_cycle_d %/% primary – 6 to 11 years old -/- wgq_dis_2 %/% 0"
"379.10","prop_select_one","edu_ind_access_d","1","edu_school_cycle_d %/% wgq_dis_2","primary – 6 to 11 years old %/% 0",0.8373515053281,0.822289798676802,0.852413211979397,4947,6160,5228.92612566903,6244.60109332481,"prop_select_one @/@ edu_ind_access_d %/% 1 @/@ edu_school_cycle_d %/% primary – 6 to 11 years old -/- wgq_dis_2 %/% 0"
